0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
5.1,0.0
5.2,0.0
5.3,0.0
5.4,0.0
5.5,0.0
5.6,0.0
5.7,0.0
5.8,0.0
5.9,0.0
6.0,0.0
6.1,0.0
6.2,0.0
6.3,0.0
6.4,0.0
6.5,0.0
6.6,0.0
6.7,0.0
6.8,0.0
6.9,0.0
7.0,1.0
7.1,2.0
7.2,3.0
7.3,1.0
7.4,0.0
7.5,0.0
7.6,0.0
7.7,0.0
7.8,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.2,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.7,0.0
8.8,0.0
8.9,0.0
9.0,0.0
9.1,0.0
9.2,0.0
9.3,0.0
9.4,0.0
9.5,0.0
9.6,0.0
9.7,0.0
9.8,0.0
9.9,0.0
10.0,0.0
10.1,0.0
10.2,0.0
10.3,0.0
10.4,0.0
10.5,0.0
10.6,0.0
10.7,0.0
10.8,0.0
10.9,0.0
11.0,0.0
11.1,0.0
11.2,0.0
11.3,0.0
11.4,0.0
11.5,0.0
11.6,0.0
11.7,0.0
11.8,0.0
11.9,0.0
12.0,0.0
12.1,0.0
12.2,0.0
12.3,0.0
12.4,0.0
12.5,0.0
12.6,0.0
12.7,0.0
12.8,0.0
12.9,0.0
13.0,0.0
13.1,0.0
13.2,0.0
13.3,0.0
13.4,0.0
13.5,0.0
13.6,0.0
13.7,0.0
13.8,0.0
13.9,0.0
14.0,0.0
14.1,0.0
14.2,0.0
14.3,0.0
14.4,0.0
14.5,0.0
14.6,0.0
14.7,0.0
14.8,0.0
14.9,0.0
15.0,0.0
15.1,0.0
15.2,0.0
15.3,0.0
15.4,0.0
15.5,0.0
15.6,0.0
15.7,0.0
15.8,0.0
15.9,0.0
16.0,0.0
16.1,0.0
16.2,0.0
16.3,0.0
16.4,0.0
16.5,0.0
16.6,1.0
16.7,5.0
16.8,11.0
16.9,11.0
17.0,4.0
17.1,1.0
17.2,0.0
17.3,0.0
17.4,0.0
17.5,0.0
17.6,0.0
17.7,0.0
17.8,0.0
17.9,0.0
18.0,0.0
18.1,0.0
18.2,0.0
18.3,0.0
18.4,0.0
18.5,0.0
18.6,0.0
18.7,0.0
18.8,0.0
18.9,0.0
19.0,0.0
19.1,0.0
19.2,0.0
19.3,0.0
19.4,0.0
19.5,0.0
19.6,0.0
19.7,0.0
19.8,0.0
19.9,0.0
20.0,0.0
20.1,0.0
20.2,0.0
20.3,0.0
20.4,0.0
20.5,0.0
20.6,0.0
20.7,0.0
20.8,0.0
20.9,0.0
21.0,0.0
21.1,0.0
21.2,0.0
21.3,0.0
21.4,6.0
21.5,39.0
21.6,109.0
21.7,123.0
21.8,55.0
21.9,10.0
22.0,1.0
22.1,0.0
22.2,0.0
22.3,0.0
22.4,0.0
22.5,0.0
22.6,0.0
22.7,0.0
22.8,0.0
22.9,0.0
23.0,0.0
23.1,0.0
23.2,0.0
23.3,0.0
23.4,1.0
23.5,4.0
23.6,10.0
23.7,10.0
23.8,4.0
23.9,6.0
24.0,42.0
24.1,134.0
24.2,168.0
24.3,83.0
24.4,17.0
24.5,14.0
24.6,78.0
24.7,186.0
24.8,174.0
24.9,65.0
25.0,20.0
25.1,68.0
25.2,173.0
25.3,172.0
25.4,67.0
25.5,10.0
25.6,1.0
25.7,0.0
25.8,0.0
25.9,0.0
26.0,0.0
26.1,0.0
26.2,0.0
26.3,0.0
26.4,0.0
26.5,0.0
26.6,0.0
26.7,0.0
26.8,0.0
26.9,0.0
27.0,0.0
27.1,0.0
27.2,0.0
27.3,7.0
27.4,54.0
27.5,168.0
27.6,213.0
27.7,150.0
27.8,104.0
27.9,52.0
28.0,16.0
28.1,32.0
28.2,78.0
28.3,76.0
28.4,28.0
28.5,4.0
28.6,0.0
28.7,0.0
28.8,0.0
28.9,0.0
29.0,0.0
29.1,0.0
29.2,0.0
29.3,0.0
29.4,0.0
29.5,0.0
29.6,0.0
29.7,0.0
29.8,0.0
29.9,0.0
30.0,0.0
30.1,0.0
30.2,0.0
30.3,0.0
30.4,0.0
30.5,0.0
30.6,0.0
30.7,0.0
30.8,0.0
30.9,0.0
31.0,0.0
31.1,0.0
31.2,0.0
31.3,0.0
31.4,0.0
31.5,0.0
31.6,0.0
31.7,0.0
31.8,0.0
31.9,0.0
32.0,1.0
32.1,8.0
32.2,31.0
32.3,43.0
32.4,23.0
32.5,6.0
32.6,6.0
32.7,8.0
32.8,4.0
32.9,1.0
33.0,0.0
33.1,0.0
33.2,0.0
33.3,0.0
33.4,0.0
33.5,0.0
33.6,0.0
33.7,0.0
33.8,0.0
33.9,3.0
34.0,9.0
34.1,11.0
34.2,5.0
34.3,1.0
34.4,0.0
34.5,0.0
34.6,0.0
34.7,0.0
34.8,0.0
34.9,0.0
35.0,0.0
35.1,0.0
35.2,0.0
35.3,0.0
35.4,0.0
35.5,0.0
35.6,0.0
35.7,0.0
35.8,0.0
35.9,0.0
36.0,0.0
36.1,0.0
36.2,0.0
36.3,0.0
36.4,1.0
36.5,2.0
36.6,1.0
36.7,0.0
36.8,0.0
36.9,0.0
37.0,0.0
37.1,0.0
37.2,1.0
37.3,0.0
37.4,0.0
37.5,3.0
37.6,28.0
37.7,112.0
37.8,221.0
37.9,236.0
38.0,156.0
38.1,112.0
38.2,67.0
38.3,20.0
38.4,41.0
38.5,214.0
38.6,426.0
38.7,310.0
38.8,83.0
38.9,8.0
39.0,5.0
39.1,58.0
39.2,260.0
39.3,428.0
39.4,256.0
39.5,56.0
39.6,4.0
39.7,0.0
39.8,0.0
39.9,0.0
40.0,0.0
40.1,0.0
40.2,0.0
40.3,1.0
40.4,56.0
40.5,965.0
40.6,6383.0
40.7,15345.0
40.8,13368.0
40.9,4219.0
41.0,483.0
41.1,6.0
41.2,69.0
41.3,267.0
41.4,374.0
41.5,189.0
41.6,35.0
41.7,2.0
41.8,0.0
41.9,0.0
42.0,0.0
42.1,0.0
42.2,0.0
42.3,0.0
42.4,0.0
42.5,0.0
42.6,0.0
42.7,0.0
42.8,0.0
42.9,0.0
43.0,0.0
43.1,0.0
43.2,0.0
43.3,0.0
43.4,0.0
43.5,0.0
43.6,0.0
43.7,0.0
43.8,5.0
43.9,156.0
44.0,1114.0
44.1,3094.0
44.2,3130.0
44.3,1142.0
44.4,153.0
44.5,26.0
44.6,69.0
44.7,93.0
44.8,44.0
44.9,7.0
45.0,0.0
45.1,0.0
45.2,1.0
45.3,2.0
45.4,2.0
45.5,1.0
45.6,0.0
45.7,0.0
45.8,0.0
45.9,0.0
46.0,0.0
46.1,0.0
46.2,0.0
46.3,0.0
46.4,0.0
46.5,0.0
46.6,0.0
46.7,0.0
46.8,0.0
46.9,0.0
47.0,0.0
47.1,0.0
47.2,0.0
47.3,0.0
47.4,0.0
47.5,1.0
47.6,2.0
47.7,1.0
47.8,0.0
47.9,0.0
48.0,0.0
48.1,36.0
48.2,409.0
48.3,1665.0
48.4,2419.0
48.5,1261.0
48.6,237.0
48.7,19.0
48.8,29.0
48.9,128.0
49.0,203.0
49.1,113.0
49.2,33.0
49.3,177.0
49.4,1012.0
49.5,2047.0
49.6,1453.0
49.7,362.0
49.8,32.0
49.9,0.0
50.0,1.0
50.1,2.0
50.2,1.0
50.3,0.0
50.4,0.0
50.5,1.0
50.6,2.0
50.7,5.0
50.8,13.0
50.9,34.0
51.0,39.0
51.1,16.0
51.2,2.0
51.3,0.0
51.4,0.0
51.5,0.0
51.6,0.0
51.7,0.0
51.8,1.0
51.9,4.0
52.0,19.0
52.1,46.0
52.2,40.0
52.3,12.0
52.4,1.0
52.5,0.0
52.6,0.0
52.7,0.0
52.8,0.0
52.9,0.0
53.0,0.0
53.1,0.0
53.2,0.0
53.3,0.0
53.4,9.0
53.5,62.0
53.6,145.0
53.7,118.0
53.8,33.0
53.9,7.0
54.0,39.0
54.1,125.0
54.2,141.0
54.3,56.0
54.4,9.0
54.5,1.0
54.6,1.0
54.7,1.0
54.8,0.0
54.9,0.0
55.0,1.0
55.1,3.0
55.2,9.0
55.3,24.0
55.4,26.0
55.5,18.0
55.6,15.0
55.7,7.0
55.8,1.0
55.9,2.0
56.0,10.0
56.1,22.0
56.2,16.0
56.3,4.0
56.4,0.0
56.5,0.0
56.6,0.0
56.7,1.0
56.8,5.0
56.9,16.0
57.0,21.0
57.1,14.0
57.2,5.0
57.3,1.0
57.4,1.0
57.5,1.0
57.6,5.0
57.7,15.0
57.8,31.0
57.9,39.0
58.0,32.0
58.1,40.0
58.2,35.0
58.3,12.0
58.4,3.0
58.5,1.0
58.6,0.0
58.7,0.0
58.8,0.0
58.9,0.0
59.0,0.0
59.1,0.0
59.2,0.0
59.3,3.0
59.4,27.0
59.5,91.0
59.6,112.0
59.7,50.0
59.8,9.0
59.9,1.0
60.0,0.0
60.1,4.0
60.2,29.0
60.3,87.0
60.4,91.0
60.5,33.0
60.6,4.0
60.7,1.0
60.8,1.0
60.9,1.0
61.0,0.0
61.1,0.0
61.2,0.0
61.3,0.0
61.4,0.0
61.5,0.0
61.6,0.0
61.7,0.0
61.8,0.0
61.9,0.0
62.0,1.0
62.1,1.0
62.2,1.0
62.3,0.0
62.4,0.0
62.5,0.0
62.6,0.0
62.7,0.0
62.8,1.0
62.9,6.0
63.0,18.0
63.1,29.0
63.2,29.0
63.3,17.0
63.4,24.0
63.5,60.0
63.6,57.0
63.7,21.0
63.8,15.0
63.9,26.0
64.0,18.0
64.1,4.0
64.2,0.0
64.3,0.0
64.4,2.0
64.5,2.0
64.6,1.0
64.7,1.0
64.8,15.0
64.9,62.0
65.0,103.0
65.1,68.0
65.2,18.0
65.3,3.0
65.4,1.0
65.5,1.0
65.6,1.0
65.7,1.0
65.8,2.0
65.9,6.0
66.0,36.0
66.1,85.0
66.2,71.0
66.3,38.0
66.4,67.0
